"","source_id","author","year","journal","citation","table_figure"
"430","0001H8AKV2G8HR5S3YEBXF17CN","Carpenter",1940,"In Proceedings of the Zoological Society of London","Carpenter, K. E. (1940, September). The feeding of salmon parr in the Cheshire Dee. In Proceedings of the Zoological Society of London (Vol. 110, No. 1‐2, pp. 81-96). Oxford, UK: Blackwell Publishing Ltd.","tbl_2"
"431","0001H8AKV2KWCS68BDF728NWVC","Clemens",1951,"Transactions of the American Fisheries Society","Clemens, H. P. (1951). The food of the burbot Lota lota maculosa (LeSueur) in Lake Erie. Transactions of the American Fisheries Society, 80(1), 56-66.","tbl_3"
"432","0001H8AKV5J7A7N78CSY2S39DH","Davis",2018,"Transactions of the American Fisheries Society","Davis, M. J., Woo, I., Ellings, C. S., Hodgson, S., Beauchamp, D. A., Nakai, G., & De La Cruz, S. E. (2018). Integrated diet analyses reveal contrasting trophic niches for wild and hatchery juvenile Chinook Salmon in a large river delta. Transactions of the American Fisheries Society, 147(5), 818-841.","tbl_1"
"433","0001H8AKV5KGNCKS8PVHPN0ZXD","Drawnay",2015,"Journal of Aquatic Resource Development","El-Drawany, M. A., & Elnagar, W. G. (2015). Growth, food and feeding habits of Bagrus bayad and Bagrus docmac inhibiting Muess channel, Sharkia province, Egypt. Journal of Aquaculture Research & Development, 6(7), 1.","tbl_7"
"434","0001H8AKV53NHJ9Y0W84H48V5Y","Drawnay",2015,"Journal of Aquatic Resource Development","El-Drawany, M. A., & Elnagar, W. G. (2015). Growth, food and feeding habits of Bagrus bayad and Bagrus docmac inhibiting Muess channel, Sharkia province, Egypt. Journal of Aquaculture Research & Development, 6(7), 1.","tbl_9"
"435","0001H8AKV61EVZBN5AMSHDZWED","Elliot",1972,"California Fish and Game","Elliot, G. V., & Jenkins, T. M. (1972). Winter food of trout in three high elevation Sierra Nevada lakes. CALIF FISH GAME. VOL 58, NO 3, P 231-237. 1972.","tbl_1"
"436","0001H8AKV66G7D9A5SFG6869NG","Elliot",1972,"California Fish and Game","Elliot, G. V., & Jenkins, T. M. (1972). Winter food of trout in three high elevation Sierra Nevada lakes. CALIF FISH GAME. VOL 58, NO 3, P 231-237. 1972.","tbl_1"
"437","0001H8AKV6X9F6JNXGKN4H0219","Elliot",1972,"California Fish and Game","Elliot, G. V., & Jenkins, T. M. (1972). Winter food of trout in three high elevation Sierra Nevada lakes. CALIF FISH GAME. VOL 58, NO 3, P 231-237. 1972.","tbl_1"
"438","0001H8AKV82631DNN9MQYDX78V","Garner",1996,"Journal of Fish Biology","Garner, P. (1996). Microhabitat use and diet of 0+ cyprinid fishes in a lentic, regulated reach of the River Great Ouse, England. Journal of Fish Biology, 48(3), 367-382.","tbl_4"
"439","0001H8AKV92XWT9YHWGX7BE1AN","Garner",1996,"Journal of Fish Biology","Garner, P. (1996). Microhabitat use and diet of 0+ cyprinid fishes in a lentic, regulated reach of the River Great Ouse, England. Journal of Fish Biology, 48(3), 367-382.","tbl_5"
"440","0001H8AKV9R8C6A9PQ1A9M56KW","Garner",1996,"Journal of Fish Biology","Garner, P. (1996). Microhabitat use and diet of 0+ cyprinid fishes in a lentic, regulated reach of the River Great Ouse, England. Journal of Fish Biology, 48(3), 367-382.","tbl_7"
"441","0001H8AKV9FVWB97HHHBRVBG2H","Garner",1996,"Journal of Fish Biology","Garner, P. (1996). Microhabitat use and diet of 0+ cyprinid fishes in a lentic, regulated reach of the River Great Ouse, England. Journal of Fish Biology, 48(3), 367-382.","tbl_8"
"442","0001H8AKV9TM70W5Q4SXGYAE7B","Gomes‐Ferreira",2005,"Journal of Fish Biology","Gomes‐Ferreira, A., Ribeiro, F., Moreira da Costa, L., Cowx, I. G., & Collares‐Pereira, M. J. (2005). Variability in diet and foraging behaviour between sexes and ploidy forms of the hybridogenetic Squalius alburnoides complex (Cyprinidae) in the Guadiana River basin, Portugal. Journal of Fish Biology, 66(2), 454467.","tbl_2"
"443","0001H8AKV9TM70W5Q4SXGYAE7B","Gomes‐Ferreira",2006,"Journal of Fish Biology","Gomes‐Ferreira, A., Ribeiro, F., Moreira da Costa, L., Cowx, I. G., & Collares‐Pereira, M. J. (2005). Variability in diet and foraging behaviour between sexes and ploidy forms of the hybridogenetic Squalius alburnoides complex (Cyprinidae) in the Guadiana River basin, Portugal. Journal of Fish Biology, 66(2), 454467.","tbl_2"
"444","0001H8AKV9TM70W5Q4SXGYAE7B","Gomes‐Ferreira",2007,"Journal of Fish Biology","Gomes‐Ferreira, A., Ribeiro, F., Moreira da Costa, L., Cowx, I. G., & Collares‐Pereira, M. J. (2005). Variability in diet and foraging behaviour between sexes and ploidy forms of the hybridogenetic Squalius alburnoides complex (Cyprinidae) in the Guadiana River basin, Portugal. Journal of Fish Biology, 66(2), 454467.","tbl_2"
"445","0001H8AKVAXMQTHQEBACRA39B5","Grey",2002,"Freshwater Biology","Grey, J., Thackeray, S. J., Jones, R. I., & Shine, A. (2002). Ferox Trout (Salmo trutta) as 'Russian dolls': complementary gut content and stable isotope analyses of the Loch Ness foodweb. Freshwater Biology, 47(7), 1235-1243.","tbl_1"
"446","0001H8AKVEC9NF7BB9ANY3D52Y","Jacquemin",2014,"Journal of Fish and Wildlife Management","Jacquemin, S. J., Pyron, M., Allen, M., & Etchison, L. (2014). Wabash River freshwater drum Aplodinotus grunniens diet: effects of body size, sex, and river gradient. Journal of Fish and Wildlife Management, 5(1), 133-140.","tbl_1"
"447","0001H8AKVNQC7BVW2ATTZ249DM","Li",2016,"Zoological Studies","Li, K. C., Shieh, B. S., Chiu, Y. W., Huang, D. J., & Liang, S. H. (2016). Growth, diet composition and reproductive biology of the invasive freshwater fish Chevron snakehead Channa striata on a subtropical Island. Zoological Studies, 55.","tbl_2"
"448","0001H8AKVR3TQCTRXE306JJP2E","McHugh",1940,"Journal of the Fisheries Board of Canada","McHugh, J. L. (1940). Food of the Rocky Mountain whitefish Prosopium williamsoni (Girard). Journal of the Fisheries Board of Canada, 5(2), 131-137.","tbl_1"
"449","0001H8AKVRR9QX18P5PR31V05D","Meyers",1962,"Chesapeake Science","Meyers, C. D., & Muncy, R. J. (1962). Summer food and growth of chain pickerel, Esox niger, in brackish waters of the Severn River, Maryland. Chesapeake Science, 3(2), 125-128.","tbl_2"
"450","0001H8AKVR9F8YWG9E8SWTTNMY","Miller",1967,"Transactions of the American Fisheries Society","Miller, RV. 1967. Food of the Threadfin Shad, Dorosoma petenense, in Lake Chicot, Arkansas. TAFS: 243-246","tbl_1"
"451","0001H8AKVSB82X3HJ3TGH9Q45V","Allison",2013,"proceedings of the 28th fison annual conference","Allison, M. E., & Youdubagha, S. E. (2013). Preliminary studies on the food and feeding habits of Synodontis membraneceus from Ogobiri River, Nigeria.","tbl_1a"
"452","0001H8AKVSHZ52CD2ZSK9GBHJW","Allison",2013,"proceedings of the 28th fison annual conference","Allison, M. E., & Youdubagha, S. E. (2013). Preliminary studies on the food and feeding habits of Synodontis membraneceus from Ogobiri River, Nigeria.","tbl_1b"
"453","0001H8AKVWMMCTWMGDFN2T8DSB","Nurnberger",1930,"Transactions of the American Fisheries Society","Nurnberger, P. K. (1930). The plant and animal food of the fishes of Big Sandy Lake. Transactions of the American Fisheries Society, 60(1), 253-259.","tbl_10"
"454","0001H8AKVW70H9ZBCHJSMVJ63V","Nurnberger",1930,"Transactions of the American Fisheries Society","Nurnberger, P. K. (1930). The plant and animal food of the fishes of Big Sandy Lake. Transactions of the American Fisheries Society, 60(1), 253-259.","tbl_12"
"455","0001H8AKVWPXWHEW7FN48ZWN9E","Nurnberger",1930,"Transactions of the American Fisheries Society","Nurnberger, P. K. (1930). The plant and animal food of the fishes of Big Sandy Lake. Transactions of the American Fisheries Society, 60(1), 253-259.","tbl_13"
"456","0001H8AKVW8T9Z1S1TWPX5PRK3","Nurnberger",1930,"Transactions of the American Fisheries Society","Nurnberger, P. K. (1930). The plant and animal food of the fishes of Big Sandy Lake. Transactions of the American Fisheries Society, 60(1), 253-259.","tbl_14"
"457","0001H8AKVWTX2AP4R60P9PB8H0","Nurnberger",1930,"Transactions of the American Fisheries Society","Nurnberger, P. K. (1930). The plant and animal food of the fishes of Big Sandy Lake. Transactions of the American Fisheries Society, 60(1), 253-259.","tbl_15"
"458","0001H8AKVW187HW311RQRA6P1C","Nurnberger",1930,"Transactions of the American Fisheries Society","Nurnberger, P. K. (1930). The plant and animal food of the fishes of Big Sandy Lake. Transactions of the American Fisheries Society, 60(1), 253-259.","tbl_16"
"459","0001H8AKVWK4CG8M05B0E5Y02N","Nurnberger",1930,"Transactions of the American Fisheries Society","Nurnberger, P. K. (1930). The plant and animal food of the fishes of Big Sandy Lake. Transactions of the American Fisheries Society, 60(1), 253-259.","tbl_2"
"460","0001H8AKVWXCN492YBQHVV3VGB","Nurnberger",1930,"Transactions of the American Fisheries Society","Nurnberger, P. K. (1930). The plant and animal food of the fishes of Big Sandy Lake. Transactions of the American Fisheries Society, 60(1), 253-259.","tbl_3"
"461","0001H8AKVWJDEJRHDN2ATHTHS3","Nurnberger",1930,"Transactions of the American Fisheries Society","Nurnberger, P. K. (1930). The plant and animal food of the fishes of Big Sandy Lake. Transactions of the American Fisheries Society, 60(1), 253-259.","tbl_5"
"462","0001H8AKVWPSQR41TJ7NQ4TY7F","Nurnberger",1930,"Transactions of the American Fisheries Society","Nurnberger, P. K. (1930). The plant and animal food of the fishes of Big Sandy Lake. Transactions of the American Fisheries Society, 60(1), 253-259.","tbl_5"
"463","0001H8AKVWWA50VEQK6X23S7E1","Nurnberger",1930,"Transactions of the American Fisheries Society","Nurnberger, P. K. (1930). The plant and animal food of the fishes of Big Sandy Lake. Transactions of the American Fisheries Society, 60(1), 253-259.","tbl_7"
"464","0001H8AKVXK77PTGSYKRYXZE2M","Nurnberger",1930,"Transactions of the American Fisheries Society","Nurnberger, P. K. (1930). The plant and animal food of the fishes of Big Sandy Lake. Transactions of the American Fisheries Society, 60(1), 253-259.","tbl_8"
"465","0001H8AKVXG9T9CZKERCXK15WM","Nurnberger",1930,"Transactions of the American Fisheries Society","Nurnberger, P. K. (1930). The plant and animal food of the fishes of Big Sandy Lake. Transactions of the American Fisheries Society, 60(1), 253-259.","tbl_9"
"466","0001H8AKVXC9S342NCTYJKSC65","Ofori-Danson",2006,"West African Journal of Applied Ecology","Ofori-Danson, P. K., & Kumi, G. N. (2006). Food and Feeding Habit of Sarotherodon melanotheron, Rüppell, 1852 (Pisces: Cichlidae) in Sakumo Lagoon, Ghana. West African Journal of Applied Ecology, 10(1).","tbl_2"
"467","0001H8AKVXTY2GPMVGTCEXGE0T","Ofori-Danson",2006,"West African Journal of Applied Ecology","Ofori-Danson, P. K., & Kumi, G. N. (2006). Food and Feeding Habit of Sarotherodon melanotheron, Rüppell, 1852 (Pisces: Cichlidae) in Sakumo Lagoon, Ghana. West African Journal of Applied Ecology, 10(1).","tbl_3"
"468","0001H8AKVXFGSB0F177RE6K8BR","O'Kelley",2007,"Southeastern Naturalist","O'Kelley, C. T., & Powers, S. L. (2007). Life-history Aspects of Hypentelium etowanum (Alabama Hog Sucker)(Actinopterygii: Catostomidae) in Northern Georgia. Southeastern Naturalist, 6(3), 479-490.","tbl_3"
"469","0001H8AKW1V5VZT3B4796FQ5M5","Ryon",1986,"American Midland Naturalist","Ryon, M. G. (1986). The life history and ecology of Etheostoma trisella (Pisces: Percidae). American Midland Naturalist, 73-86.","tbl_1"
"470","0001H8AKW2DA4939H56JYKHD9X","Scalet",1972,"American Midland Naturalist","Scalet, C. G. (1972). Food habits of the orangebelly darter, Etheostoma radiosum cyanorum (Osteichthyes: Percidae). American Midland Naturalist, 515-522.","tbl_1"
"471","0001H8AKW6EW4TJR6EWKD5EZSC","Wedderburn",2015,"Australian Journal of Zoology","Wedderburn, S. D., Bice, C. M., & Barnes, T. C. (2015). Prey selection and diet overlap of native golden perch and alien redfin perch under contrasting hydrological conditions. Australian Journal of Zoology, 62(5), 374-381.","tbl_3"
"472","0001H8AKTW55666A3MXWMVT27H","Abilhoa",2010,"Neotropical Ichthyology","Abilhoa, V., Vitule, J. R. S., & Bornatowski, H. (2010). Feeding ecology of Rivulus luelingi (Aplocheiloidei: Rivulidae) in a coastal Atlantic rainforest stream, southern Brazil. Neotropical Ichthyology, 8(4), 813-818.","tbl_1"
"473","0001H8AKTXXPKJDR462RR5CFX0","Akin",2011,"African Journal of Agricultural Research","Akin, S., Şahin, C., Verep, B., Turan, D., Gözler, A. M., Bozkurt, A., ... & Sargın, İ. (2011). Feeding habits of introduced European perch (Perca fluviatilis) in an impounded large river system in Turkey. African Journal of Agricultural Research, 6(18), 4293-4307.","tbl_1"
"474","0001H8AKTYZJ8G1D9B1T0K5HBN","De Almeida",1998,"Studies on Neotropical Fauna and Environment","De Almeida, V. L. L., Hahn, N. S., & Agostinho, C. S. (1998). Stomach content of juvenile and adult piranhas (Serrasalmus marginatus) in the Paraná Floodplains, Brazil. Studies on Neotropical Fauna and Environment, 33(2), 100-105.","tbl_1"
"475","0001H8AKTZCR7DZ95PNSPPR3NM","Barriga",2009,"Ecology of Freshwater Fish","Barriga, J. P., & Battini, M. A. (2009). Ecological significances of ontogenetic shifts in the stream‐dwelling catfish, Hatcheria macraei (Siluriformes, Trichomycteridae), in a Patagonian river. Ecology of Freshwater Fish, 18(3), 395-405.","tbl_3"
"476","0001H8AKV7NEJ09WX7HR38P1F0","Fernandes",2017,"Biota Neotropica","Fernandes, S., Leitão, R. P., Dary, E. P., Guerreiro, A. I. C., Zuanon, J., & Bührnheim, C. M. (2017). Diet of two syntopic species of Crenuchidae (Ostariophysi: Characiformes) in an Amazonian rocky stream. Biota Neotropica, 17(1).","tbl_1"
"477","0001H8AKVE94A0ZXMCHRM967CW","Janses",1996,"Polskie Archiwum Hydrobiologii","Janses, W., Kappus, B., & Bohmer, J. (1996). Fish diets and densities of benthos upstream and downstream of a man-made barrier on the Glems River, Baden-Württemberg, Germany. Polskie Archiwum Hydrobiologii, 43(2), 225-244.","tbl_6"
"478","0001H8AKVM5Q78NFCES8164J2B","Lammens",1985,"Canadian Journal of Fisheries and Aquatic Sciences","Lammens, E. H., Nie, H. W. D., Vijverberg, J., & Densen, W. L. T. V. (1985). Resource partitioning and niche shifts of bream (Abramis brama) and eel (Anguilla anguilla) mediated by predation of smelt (Osmerus eperlanus) on Daphnia hyalina. Canadian Journal of Fisheries and Aquatic Sciences, 42(8), 1342-1351.","tbl_1"
"479","0001H8AKVM0ZQWYPNYBGWYEHWZ","Lammens",1985,"Canadian Journal of Fisheries and Aquatic Sciences","Lammens, E. H., Nie, H. W. D., Vijverberg, J., & Densen, W. L. T. V. (1985). Resource partitioning and niche shifts of bream (Abramis brama) and eel (Anguilla anguilla) mediated by predation of smelt (Osmerus eperlanus) on Daphnia hyalina. Canadian Journal of Fisheries and Aquatic Sciences, 42(8), 1342-1351.","tbl_1"
"480","0001H8AKVMWHQE8WN1H8TRP8XX","Lammens",1982,"Studies on Lake Vechten and Tjeukemeer","Lammens, E. H. R. R. (1982). Growth, condition and gonad development of bream (Abramis brama L.) in relation to its feeding conditions in Tjeukemeer. In Studies on Lake Vechten and Tjeukemeer, The Netherlands (pp. 311-320). Springer, Dordrecht.","tbl_5"
"481","0001H8AKVQTJPW8DWYBQTTPNYS","Marszal",2004,"Folia Biologica","Marszal, L., Grzybkowska, M., Przybylski, M., & Valladolid, M. (2004). Feeding activity of spined loach Cobitis sp. in Lake Lucien, Poland. FOLIA BIOLOGICA-KRAKOW-, 51, 159-165.","tbl_1"
"482","0001H8AKVVTJ5GV4BGSDXNQKMF","Nilsson",1955,"Report of Institute of Freshwater Research Drottningholm","Nilsson, N. A. (1955). Studies on the feeding hibits of trout and char in north Swedish lakes. Report of Institute of Freshwater Research Drottningholm, 36, 163-225.","tbl_11"
"483","0001H8AKVVB6A6EZT5RHH9891W","Nilsson",1955,"Report of Institute of Freshwater Research Drottningholm","Nilsson, N. A. (1955). Studies on the feeding hibits of trout and char in north Swedish lakes. Report of Institute of Freshwater Research Drottningholm, 36, 163-225.","tbl_12"
"484","0001H8AKVYW4YEV04V910F387M","YalçıN-ÖZdilek",2013,"Turkish Journal of Fisheries and Aquatic Sciences","Yalçın-Özdilek, Ş., Kırankaya, Ş. G., & Ekmekçi, F. G. (2013). Feeding ecology of the topmouth gudgeon Pseudorasbora parva (Temminck and Schlegel, 1846) in the Gelingüllü Reservoir, Turkey. Turkish Journal of Fisheries and Aquatic Sciences, 13(1), 87-94.","tbl_3"
"485","0001H8AKW1ZBPEK73XVJPRWDHY","Salvador‐Jr",2009,"Acta Zoologica","Salvador‐Jr, L. F., Salvador, G. N., & Santos, G. B. (2009). Morphology of the digestive tract and feeding habits of Loricaria lentiginosa Isbrücker, 1979 in a Brazilian reservoir. Acta Zoologica, 90(2), 101-109.","tbl_1"
"486","0001H8AKW3NC0HRK09SMNMRA62","Stoffels",2003,"Environmental Biology of Fishes","Stoffels, R. J., & Humphries, P. (2003). Ontogenetic variation in the diurnal food and habitat associations of an endemic and an exotic fish in floodplain ponds: consequences for niche partitioning. Environmental Biology of Fishes, 66(3), 293-305.","tbl_3"
"487","0001H8AKW560G4G4W7ZE6CCCRY","Vidotto-Magnoni",2009,"Neotropical Ichthyology","Vidotto-Magnoni, A. P., & Carvalho, E. D. (2009). Aquatic insects as the main food resource of fish the community in a Neotropical reservoir. Neotropical Ichthyology, 7(4), 701-708.","tbl_1"
"488","0001H8AKW5M2V2X1V5VYS0RV8K","Villares-Junior",2016,"Brazilian Journal of Biology","Villares-Junior, G. A., Cardone, I. B., & Goitein, R. (2016). Comparative feeding ecology of four syntopic Hypostomus species in a Brazilian southeastern river. Brazilian Journal of Biology, 76(3), 692-699.","tbl_2"
"489","0001H8AKVF2719KGBXYQBWJKK2","Junior",2016,"Aqua Int. J. Ichthyol.","Junior, N. F., Machado, F. A., Zuanon, J. S., & Ferreira, E. J. (2016). The fish fauna of sessile hydrophytes stands (Mourera spp.: Podostemaceae) in the Dardanelos Waterfalls, Rio Aripuanã, Brazil. Aqua Int. J. Ichthyol., 22, 133144.","tbl_3"
"490","0001H8AKW2TMZ8NC73RQY06ZZ7","Silva",2016,"Acta Amazonica","Silva, N. C. D. S., Costa, A. J. L. D., Louvise, J., Soares, B. E., ALBRECHT, M. P., & CARAMASCHI, É. P. (2016). Resource partitioning and ecomorphological variation in two syntopic species of Lebiasinidae (Characiformes) in an Amazonian stream. Acta Amazonica, 46(1), 25-36.","tbl_1"
"491","0001H8AKW3ZRWDM1WW271518VX","Stefani",2009,"Brazilian Journal of Biology","Stefani, P. M., & Rocha, O. (2009). Diet composition of Plagioscion squamosissimus (Heckel, 1840), a fish introduced into the Tietê River system. Brazilian Journal of Biology, 69(3), 805-812.","tbl_1"
"492","0001H8AKSR9JZQMFGWAR6APPXJ","Miller",2015,"Transactions of the American Fisheries Society","Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana.�Transactions of the American Fisheries Society,�144(4), 780-791.","tbl_1"
"493","0001H8AKVBHZG653NQW3T0MXSC","Hellawel",1971,"Freshwater Biology","Hellawell, J. M. (1971). The autecology of the chub, Squalius cephalus (L.), of the River Lugg and the Afon Llynfi: III. Diet and feeding habits. Freshwater Biology, 1(4), 369-387.","tbl_4"
"494","0001H8AKVC0CK8F4SN217Z2Q0B","Hellawel",1971,"Freshwater Biology","Hellawell, J. M. (1971). The autecology of the chub, Squalius cephalus (L.), of the River Lugg and the Afon Llynfi: III. Diet and feeding habits. Freshwater Biology, 1(4), 369-387.","tbl_5"
"495","26323","SpecziáR",1997,NA,"Specziár, A.; Tölg, L.; Biró, P. 1997. Feeding strategy and growth of cyprinids in the littoral zone of Lake Balaton. J. Fish Biol. 51(6):1109-1124.",NA
"496","31897","Specziar",1998,NA,"Specziar, A.; Biro, P.; Tolg, L. 1998. Feeding and competition of five cyprinid fishes in different habitats of the Lake Balaton littoral zone, Hungary. Ital. J. Zool. 65:331-336.",NA
"497","6159","Bryazgunova",1979,NA,"Bryazgunova, M.I. 1979. Feeding relationships of the young of the pike perch, <i>Lucioperca lucioperca</i>, the bream, <i>Abramis brama</i>, and fishes of lesser importance in the lower reaches of the Don. J. Ichthyol. 19(2):57-65.",NA
"498","75079","Ermolin",1977,NA,"Ermolin, V.P. 1977. Feeding of common bream, sterlet, white bream and roach in Saratov Reservoir. Lower Volga and its reservoirs. Tr. Saratov. Otd. GosNIORKh 15:75-78.",NA
"499","75163","Shorygin",1952,NA,"Shorygin, A.A. 1952. Feeding and trophic relations of fishes of the Caspian Sea. Moscow, Pishchepromizdat. 268 p.",NA
"500","36318","Horinouchi",2000,NA,"Horinouchi, M.; Sano, M. 2000. Food habits of fishes in a <i>Zostera marina</i> bed at Aburatsubo, central Japan. Ichthyol. Res. 47(2):163-173.",NA
"501","57502","Kanou",2005,NA,"Kanou, K.; Sano, M.; Kohno, H. 2005. Ontogenetic diet shift, feeding rhythm, and daily ration of juvenile yellowfin goby <i>Acanthogobius flavimanus</i> on a tidal mudflat in the Tama River estuary, central Japan. Ichthyol. Res. 52:319-324.",NA
"502","28666","Takamura",1984,NA,"Takamura, K. 1984. Interspecific relationships of aufwuchs-eating fishes in Lake Tanganyika. Environ. Biol. Fishes 10(4):225-241.",NA
"503","75071","Sokolov",1966,NA,"Sokolov, L.I. 1966. Feeding of Siberian sturgeon <i>Acipenser baeri</i> Brandt of the Lena river. Vorposy Ikhtiologii 6(3):550-560.",NA
"504","26460","Chechun",1998,NA,"Chechun, T.-Y. 1998. Nutrition of the Acipenseridal of the Sea of Azov under present conditions. J. Ichthyol. 38(1):147-150.",NA
"505","13809","Zolotarev",1996,NA,"Zolotarev, P.N.; Shlyakhov, V.A.; Akselev, O.I. 1996. The food supply and feeding of the Russian sturgeon <i>Acipenser gueldenstaedti</i> and the starred sturgeon <i>Acipenser stellatus</i> of the northwestern part of the Black Sea under ecological conditions. J. Ichthyol. 36(4):317-322.",NA
"506","56602","Mutysheva",1989,NA,"Mutysheva, G.K.; Stygar, V.M. 1989. Distribution and feeding of sturgeon fingerlings in the coastal mouth waters of the Urals. P. 175-188 in Podrazhanskaya, S.G., A.A. Neyman and M.I. Tarverdieva (Eds.). Diurnal rhythms and diets of commercial fishes of the World Ocean. Moscow, VNIRO.",NA
"507","74996","Zakora",1978,NA,"Zakora, L.P. 1978. Feeding of sterlet <i>Acipenser ruthenus</i> L. in Volgograd Reservoir and utilization of forage resources by it in these waters. Vopr. Ikhtiol. 18(6):1065-1071.",NA
"508","75044","Yukhimenko",1963,NA,"Yukhimenko, S.S. 1963. Feeding of Amur sturgeon <i>Acipenser schrenki</i> Brandt and Kaluga <i>Huso dauricus</i> Georgi) in the lower Amur steram. Vorposy Ikhtiologii 3(2):311-318.",NA
"509","9668","Radtke",1966,NA,"Radtke, L.D. 1966. Distribution of smelt, juvenile sturgeon, and starry flounder in the Sacramento-San Joaquin Delta with observations on food of sturgeon. p. 115-129. In J. L. Turner and D. W. Kelly (comp.) Ecological studies of the Sacramento-San Joaquin Delta. Part II Fishes of the Delta.",NA
"510","39138","Leite",1990,NA,"Leite, R.G.; Jégu, M. 1990. Régime alimentaire de deux espèces d'<i>Acnodon</i> (Characiformes, Serrasalmidae) et habitudes alimentaires lépidophages de <i>A. normani</i>. Cybium 14(4):187-206.",NA
"511","52680","Moodie",1972,NA,"Moodie, G.E.E.; Lindsey, C.C. 1972. Life-history of a unique cyprinid fish, the chiselmouth (<i>Acrocheilus alutaceus</i>), in British Columbia. Syesis 5:55-61.",NA
"512","9061","Novoselov",1987,NA,"Novoselov, A.P. 1987. Food relationships of the introduced peled, <i>Coregonus peled</i>, with the indigenous ichthyofauna under lake and riverine conditions in Arkhangel Province. J. Ichthyol. 27(4):161-169.",NA
"513","5722","Davis",1991,NA,"Davis, B.M.; Foltz, J.W. 1991. Food of blueback herring and threadfin shad in Jocassee Reservoir, South Carolina. Trans. Am. Fish. Soc. 120(5):605-613.",NA
"514","37512","Bowman",2000,NA,"Bowman, R.E.; Stillwell, C.E.; Michaels, W.L.; Grosslein, M.D. 2000. Food of northwest Atlantic fishes and two common species of squid. NOAA Tech. Memo. NMFS-NE 155, 138 p.",NA
"515","83392","Maitland",2005,NA,"Maitland, P.S.; Lyle, A.A. 2005. Ecology of allis shad <i>Alosa alosa</i> and twaite shad <i>Alosa fallax</i> in the Solway Firth, Scotland. Hydrobiologia 534: 205-221.",NA
"516","56562","Ostroumov",1947,NA,"Ostroumov, A.A. 1947. Feeding of Caspian marine shad (Caspialosa brashnikovi (Bor.) and Saposhnikovi shad (Caspialosa saposhnikovi (Grimm) in the northern Caspian Sea. Trudy Volgo-Kaspiiskoi Nauchnoi Rybokhozyaistvennoi Stantsii 9(1):82-94.",NA
"517","56597","Matveeva",1957,NA,"Matveeva, R.P. 1957. Feeding of young clupeids in the northern Caspian Sea. Trudy Vsesoyuznogo Gidrobiologicheskogo Obshchestva 8:368-386.",NA
"518","10432","Heckman",1991,NA,"Heckman, C.W. 1991. <i>Alosa pontica kessleri</i> (Grimm 1887). p. 325-336. In H. Hoestlandt (ed.) The freshwater fishes of Europe. Vol. 2. Clupeidae, Anguillidae. AULA-Verlag Wiesbaden.",NA
"519","13353","Grabe",1996,NA,"Grabe, S.A. 1996. Feeding chronology and habits of <i>Alosa</i> spp. (Clupeidae) juveniles from the lower Hudson River estuary, New York. Environ. Biol. Fishes 47:321-326.",NA
"520","13515","Mills",1995,NA,"Mills, E.L.; O'Gorman, R.; Roseman, E.F.; Adams, C.; Owens, R.W. 1995. Planktivory by alewife (<i>Alosa pseudoharengus</i>) and rainbow smelt (<i>Osmerus mordax</i>) on microcrustacean zooplankton and dreissenid (Bivalvia: Dreissenidae) veligers in southern Lake Ontario. Can. J. Fish. Aquat. Sci. 52:925-935.",NA
"521","9667","Stevens",1966,NA,"Stevens, D.E. 1966. Distribution and food habits of the American shad, <i>Alosa sapidissima</i>, in the Sacramento-San Joaquin Delta. p. 97-107. In J.L. Turner and D.W. Kelly (comp.) Ecological studies of the Sacramento-San Joaquin Delta. Part II Fishes of the Delta. Fish. Bull. 136.",NA
"522","56460","Elizarenko",2002,NA,"Elizarenko, M.M.; Andrianova, S.B. 2002. The meal of bigeyed shad in Caspian Sea. Vopr. Rybolovstva (Problems of Fisheries) 3(1):53-64.",NA
"523","56563","Moskvin",1940,NA,"Moskvin, B.S. 1940. Materials on the feeding of shads in the northeastern part of the Black Sea. Trudy Novorossiiskoi Biologicheskoi Stantsii 2(3):259-272.",NA
"524","7241","Yuma",1994,NA,"Yuma, M. 1994. Food habits and foraging behaviour of benthivorous cichlid fishes in Lake Tanganyika. Environ. Biol. Fishes 39:173-182.",NA
"525","7242","Coates",1990,NA,"Coates, D. 1990. Aspects of the biology of the perchlet <i>Ambassis interrupta</i> Bleeker (Pisces: Ambassidae) in the Sepik River, Papua New Guinea. Aust. J. Mar. Freshwat. Res. 41(2):267-274.",NA
"526","51145","Hajisamae",2004,NA,"Hajisamae, S.; Chou, L.M.; Ibrahim, S. 2004. Feeding habits and trophic relationships of fishes utilizing an impacted coastal habitat, Singapore. Hydrobiologia 520:61-71.",NA
"527","13433","Keast",1968,NA,"Keast, A.; Walsh, L. 1968. Daily feeding periodicities, food uptake rates, and dietary changes with hour of day in some lake fishes. J. Fish. Res. Board Can. 25(6):1133-1144.",NA
"528","30609","George",1979,NA,"George, E.L.; Hadley, W.F. 1979. Food and habitat partitioning between rock bass (<i>Ambloplites rupestris</i>) and smallmouth bass (<i>Micropterus dolomieui</i>) young of the year. Trans. Am. Fish. Soc. 108(3):253-261.",NA
